YEAR,MONTH,DAY,HOUR,LOAD
2004,1,24,6,8693.465613
2004,1,12,23,7743.465613
2004,1,7,16,10022.87738
2004,1,27,21,8884.642084
2004,1,8,5,9895.818554
2004,1,27,22,8399.936201
2004,1,27,24,9315.818554
2004,1,20,15,10000.08326
2004,1,15,3,8159.936201
2004,1,19,8,6280.524437
2004,1,29,10,9657.58326
2004,1,25,9,6401.112672
2004,1,17,8,7539.347966
2004,1,23,18,8885.230319
2004,1,30,10,7255.818554
2004,1,3,4,6778.171495
2004,1,1,15,7541.700907
2004,1,15,24,7898.759731
2004,1,7,7,9399.347966
2004,1,6,18,9397.58326
2004,1,10,5,9312.877378
2004,1,3,13,6410.524437
2004,1,17,9,7511.112672
2004,1,7,17,9977.58326
2004,1,17,22,7759.789142
2004,1,3,3,7015.818554
2004,1,26,12,8281.112672
2004,1,30,15,8549.347966
2004,1,30,18,9241.700907
2004,1,27,19,9156.995025
2004,1,24,23,7019.347966
2004,1,22,4,9355.818554
2004,1,28,7,8366.559731
2004,1,11,17,8148.947966
2004,1,19,10,6416.995025
2004,1,5,22,8900.524437
2004,1,29,9,9309.936201
2004,1,3,5,6557.58326
2004,1,3,23,7284.053848
2004,1,2,6,5989.936201
2004,1,6,24,10013.46561
2004,1,2,13,7190.524437
2004,1,9,12,8746.40679
2004,1,31,18,8518.171495
2004,1,1,21,6660.524437
2004,1,8,8,9301.847966
2004,1,3,16,7105.230319
2004,1,31,4,9225.230319
2004,1,22,2,9171.700907
2004,1,15,22,7016.40679
2004,1,4,3,7286.995025
2004,1,13,4,8951.112672
2004,1,14,21,7761.700907
2004,1,8,11,9634.053848
2004,1,11,2,9811.700907
2004,1,27,14,9297.58326
2004,1,3,9,5879.347966
2004,1,20,19,9373.318554
2004,1,26,16,9406.995025
2004,1,12,12,9845.818554
2004,1,2,10,6402.289142
2004,1,30,21,9117.58326
2004,1,22,16,8783.465613
2004,1,21,7,9176.995025
2004,1,24,17,7892.289142
2004,1,18,14,6469.936201
2004,1,21,24,8789.347966
2004,1,28,8,8281.847966
2004,1,2,14,7185.230319
2004,1,18,13,6201.112672
2004,1,28,3,9570.818554
2004,1,31,17,8826.112672
2004,1,12,16,8627.58326
2004,1,25,10,6344.642084
2004,1,17,7,7498.612672
2004,1,22,24,8874.642084
2004,1,8,21,9784.053848
2004,1,9,22,10008.75973
2004,1,1,19,6941.700907
2004,1,15,4,7886.40679
2004,1,25,1,7931.700907
2004,1,22,5,8677.58326
2004,1,2,12,6918.171495
2004,1,12,24,8589.347966
2004,1,9,17,9588.171495
2004,1,16,2,8134.053848
2004,1,12,15,9176.40679
2004,1,8,9,9405.965613
2004,1,29,19,8411.40679
2004,1,27,20,9032.289142
2004,1,17,24,8776.112672
2004,1,27,13,9025.230319
2004,1,5,10,5939.347966
2004,1,31,23,8512.877378
2004,1,31,20,8085.818554
2004,1,26,7,6791.700907
2004,1,27,18,9401.700907
2004,1,11,14,10267.99502
2004,1,23,8,7635.818554
2004,1,16,11,8202.877378
2004,1,17,20,8033.465613
2004,1,10,3,9560.671495
2004,1,26,11,7049.347966
2004,1,6,4,8594.642084
2004,1,6,8,6931.112672
2004,1,16,6,7226.40679
2004,1,13,10,8083.465613
2004,1,6,19,9532.877378
2004,1,17,5,8620.230319
2004,1,17,1,8589.347966
2004,1,12,9,8700.524437
2004,1,17,18,8235.230319
2004,1,22,21,8156.40679
2004,1,2,17,7464.053848
2004,1,26,6,7071.700907
2004,1,10,23,9518.759731
2004,1,29,12,10333.75973
2004,1,29,21,7920.965613
2004,1,26,15,9397.58326
2004,1,25,23,8859.936201
2004,1,29,4,9850.524437
2004,1,23,22,8112.289142
2004,1,17,3,8357.58326
2004,1,28,17,9541.700907
2004,1,17,21,7884.053848
2004,1,23,9,7821.112672
2004,1,15,8,6084.053848
2004,1,23,13,9419.936201
2004,1,16,13,9928.759731
2004,1,4,5,6502.289142
2004,1,3,15,7162.289142
2004,1,5,7,5912.289142
2004,1,18,17,6961.700907
2004,1,18,10,5999.347966
2004,1,20,24,9729.936201
2004,1,1,13,7111.112672
2004,1,15,9,6165.818554
2004,1,6,16,9374.642084
2004,1,25,2,7789.347966
2004,1,9,23,9993.90679
2004,1,1,3,7956.259731
2004,1,18,4,7022.289142
2004,1,20,12,9838.465613
2004,1,6,9,6832.289142
2004,1,25,22,8863.465613
2004,1,22,14,9331.700907
2004,1,25,19,8941.700907
2004,1,22,23,8188.759731
2004,1,21,16,9607.58326
2004,1,30,13,8765.230319
2004,1,21,17,9419.347966
2004,1,2,11,6463.465613
2004,1,30,3,9554.642084
2004,1,19,23,9092.58326
2004,1,5,14,7251.700907
2004,1,5,23,9121.112672
2004,1,8,2,10201.11267
2004,1,3,18,7089.936201
2004,1,16,22,7787.58326
2004,1,19,5,6887.58326
2004,1,31,13,8586.40679
2004,1,1,16,7675.818554
2004,1,10,16,9857.58326
2004,1,11,1,9790.671495
2004,1,11,4,9778.171495
2004,1,13,13,9333.465613
2004,1,20,21,8294.747966
2004,1,4,2,7391.112672
2004,1,13,2,9090.524437
2004,1,25,14,7264.642084
2004,1,5,9,5871.700907
2004,1,10,17,9858.759731
2004,1,28,16,9868.759731
2004,1,14,12,8492.289142
2004,1,10,22,9526.995025
2004,1,30,8,7038.759731
2004,1,23,7,7731.112672
2004,1,26,17,9296.995025
2004,1,16,14,9658.759731
2004,1,11,19,8073.465613
2004,1,26,8,6718.759731
2004,1,22,3,9348.759731
2004,1,10,20,9334.053848
2004,1,2,1,7469.936201
2004,1,4,23,7355.818554
2004,1,9,3,9864.053848
2004,1,3,2,7245.230319
2004,1,27,10,6498.759731
2004,1,11,7,9436.995025
2004,1,13,24,7985.230319
2004,1,6,12,8395.818554
2004,1,11,21,7452.877378
2004,1,9,4,9329.936201
2004,1,6,20,9339.936201
2004,1,1,8,6725.230319
2004,1,8,16,10018.1715
2004,1,3,19,7123.465613
2004,1,19,16,9574.642084
2004,1,27,11,6805.818554
2004,1,19,7,6195.818554
2004,1,2,18,7345.230319
2004,1,14,24,8656.40679
2004,1,21,6,9407.58326
2004,1,10,15,9756.700907
2004,1,24,11,8508.171495
2004,1,30,11,7322.877378
2004,1,21,20,8234.642084
2004,1,15,1,8514.053848
2004,1,24,21,6961.700907
2004,1,31,22,7981.112672
2004,1,30,7,7272.289142
2004,1,25,18,8478.171495
2004,1,23,15,9415.818554
2004,1,13,16,8623.465613
2004,1,18,19,7092.289142
2004,1,21,8,9054.642084
2004,1,14,11,7664.053848
2004,1,19,20,9395.818554
2004,1,12,3,9651.112672
2004,1,12,8,8778.171495
2004,1,16,10,7445.818554
2004,1,4,15,6764.642084
2004,1,9,20,9941.112672
2004,1,10,6,9184.053848
2004,1,11,24,9138.759731
2004,1,15,10,6259.347966
2004,1,8,19,10009.9362
2004,1,15,5,7211.700907
2004,1,10,9,9054.053848
2004,1,3,22,7188.759731
2004,1,25,3,7648.759731
2004,1,14,18,8055.230319
2004,1,28,2,9502.142084
2004,1,13,1,8712.289142
2004,1,28,6,8676.700907
2004,1,16,23,7926.995025
2004,1,28,20,8308.595025
2004,1,30,1,9302.289142
2004,1,29,14,10582.28914
2004,1,30,19,9287.58326
2004,1,29,23,8024.642084
2004,1,18,12,6321.700907
2004,1,12,22,7480.524437
2004,1,19,3,7266.40679
2004,1,24,15,8396.40679
2004,1,21,9,9094.642084
2004,1,8,14,9905.965613
2004,1,26,3,8786.40679
2004,1,3,7,6031.112672
2004,1,7,6,9595.230319
2004,1,9,24,10024.64208
2004,1,7,13,10278.02444
2004,1,4,16,6883.465613
2004,1,27,2,9078.759731
2004,1,15,16,7791.700907
2004,1,7,3,9953.465613
2004,1,16,4,8501.112672
2004,1,22,12,9207.58326
2004,1,14,17,7959.347966
2004,1,16,19,8482.877378
2004,1,20,14,10279.05385
2004,1,23,19,8455.230319
2004,1,20,23,8839.789142
2004,1,20,22,8339.936201
2004,1,11,12,10022.87738
2004,1,26,4,7884.053848
2004,1,20,13,10314.9362
2004,1,23,17,9292.877378
2004,1,15,18,7456.40679
2004,1,4,11,6016.40679
2004,1,18,11,6238.759731
2004,1,7,14,10092.28914
2004,1,7,23,9537.58326
2004,1,13,20,7363.465613
2004,1,14,7,7026.40679
2004,1,5,18,8958.759731
2004,1,8,13,10311.11267
2004,1,2,9,6245.818554
2004,1,19,22,8820.524437
2004,1,28,1,9516.847966
2004,1,28,5,9039.465613
2004,1,1,22,6587.58326
2004,1,10,21,9466.112672
2004,1,30,2,9559.936201
2004,1,27,16,9595.230319
2004,1,15,2,8316.995025
2004,1,17,15,8952.289142
2004,1,29,11,9962.436201
2004,1,24,20,7045.230319
2004,1,29,22,7719.936201
2004,1,16,12,9465.818554
2004,1,6,10,7054.642084
2004,1,4,18,7089.936201
2004,1,25,7,6544.642084
2004,1,28,18,8935.230319
2004,1,14,14,8334.642084
2004,1,17,19,8028.171495
2004,1,24,8,8273.465613
2004,1,17,16,8734.642084
2004,1,13,11,8248.759731
2004,1,12,20,7484.642084
2004,1,4,1,7498.171495
2004,1,12,7,9002.877378
2004,1,1,2,7876.995025
2004,1,21,10,9132.436201
2004,1,6,5,7998.465613
2004,1,9,6,8267.58326
2004,1,4,12,6090.524437
2004,1,25,5,7064.053848
2004,1,4,20,7159.347966
2004,1,3,8,5935.230319
2004,1,15,6,6611.700907
2004,1,10,18,9819.936201
2004,1,5,19,9016.995025
2004,1,21,1,9942.289142
2004,1,15,21,6977.58326
2004,1,17,17,8437.58326
2004,1,19,21,9081.112672
2004,1,19,6,6366.995025
2004,1,5,17,8736.40679
2004,1,31,6,8345.230319
2004,1,23,6,8069.347966
2004,1,13,23,7339.936201
2004,1,22,11,8649.347966
2004,1,23,20,8478.759731
2004,1,26,21,9277.58326
2004,1,9,10,7325.818554
2004,1,30,16,8960.553848
2004,1,24,24,7942.289142
2004,1,21,15,9694.642084
2004,1,21,11,9523.465613
2004,1,18,23,7328.759731
2004,1,23,3,9089.347966
2004,1,14,3,8579.347966
2004,1,28,10,8784.253848
2004,1,26,9,6681.112672
2004,1,10,8,8986.40679
2004,1,2,21,6846.40679
2004,1,31,10,8546.995025
2004,1,2,4,7107.58326
2004,1,6,15,9059.936201
2004,1,22,13,9403.465613
2004,1,8,7,9387.436201
2004,1,9,18,9829.347966
2004,1,17,10,7897.142084
2004,1,13,5,8662.289142
2004,1,16,9,7019.936201
2004,1,16,21,7837.58326
2004,1,14,23,7539.936201
2004,1,7,22,9012.289142
2004,1,25,12,6696.995025
2004,1,28,13,10079.9362
2004,1,25,16,8092.289142
2004,1,19,2,7568.171495
2004,1,27,23,8678.759731
2004,1,29,7,8884.200907
2004,1,10,24,9703.465613
2004,1,1,11,7017.58326
2004,1,20,18,9738.171495
2004,1,8,1,10159.34797
2004,1,20,3,9811.112672
2004,1,2,23,7257.58326
2004,1,1,7,6652.289142
2004,1,5,6,6096.995025
2004,1,7,24,10098.75973
2004,1,8,12,10102.87738
2004,1,5,13,7118.171495
2004,1,19,9,6176.995025
2004,1,27,5,7466.618554
2004,1,2,16,7397.58326
2004,1,12,18,8011.700907
2004,1,21,2,9928.171495
2004,1,14,22,7249.936201
2004,1,5,3,7470.524437
2004,1,14,4,8222.289142
2004,1,10,13,9304.053848
2004,1,30,14,8348.171495
2004,1,31,5,8681.700907
2004,1,31,24,9121.700907
2004,1,26,14,9292.877378
2004,1,21,19,8481.995025
2004,1,26,22,9345.818554
2004,1,13,12,9139.936201
2004,1,24,4,9489.347966
2004,1,25,17,8291.700907
2004,1,28,24,9194.642084
2004,1,19,14,9476.995025
2004,1,12,19,7711.995025
2004,1,6,11,7466.995025
2004,1,1,1,7902.877378
2004,1,1,14,7252.877378
2004,1,28,9,8563.465613
2004,1,9,5,8827.58326
2004,1,30,17,9133.465613
2004,1,24,10,8274.642084
2004,1,16,7,7061.700907
2004,1,7,18,9903.465613
2004,1,4,21,7110.524437
2004,1,3,12,6329.347966
2004,1,3,20,7205.818554
2004,1,25,21,8558.759731
2004,1,26,1,9101.700907
2004,1,21,18,8928.318554
2004,1,12,21,7400.524437
2004,1,19,24,9565.230319
2004,1,21,13,9999.936201
2004,1,17,2,8294.642084
2004,1,15,15,7586.995025
2004,1,9,9,7251.700907
2004,1,26,20,9093.465613
2004,1,16,1,7839.347966
2004,1,24,13,8335.230319
2004,1,4,10,5847.58326
2004,1,29,3,9925.818554
2004,1,19,1,7748.171495
2004,1,27,7,6459.936201
2004,1,26,18,9354.053848
2004,1,12,14,9883.465613
2004,1,15,19,7438.171495
2004,1,22,8,7655.818554
2004,1,11,11,9875.818554
2004,1,14,20,7944.053848
2004,1,6,1,9077.58326
2004,1,7,2,9869.936201
2004,1,23,10,8342.877378
2004,1,22,18,8426.40679
2004,1,5,4,7401.112672
2004,1,5,8,5882.289142
2004,1,13,17,8283.171495
2004,1,10,10,9112.289142
2004,1,7,19,9699.347966
2004,1,16,5,8136.995025
2004,1,21,5,9434.936201
2004,1,31,9,8756.40679
2004,1,3,17,7022.877378
2004,1,25,6,6889.347966
2004,1,11,23,8104.642084
2004,1,20,11,9571.112672
2004,1,28,12,9745.336201
2004,1,28,21,7985.230319
2004,1,12,6,9034.053848
2004,1,26,24,9621.112672
2004,1,27,15,9469.936201
2004,1,28,4,9392.436201
2004,1,16,3,8328.759731
2004,1,29,17,8931.612672
2004,1,24,9,8321.700907
2004,1,16,8,6985.230319
2004,1,16,17,8926.995025
2004,1,5,5,6701.112672
2004,1,6,7,6935.818554
2004,1,6,21,8970.524437
2004,1,11,5,9431.112672
2004,1,7,21,8976.40679
2004,1,14,9,6964.642084
2004,1,23,21,8268.759731
2004,1,24,2,9350.524437
2004,1,2,3,7326.40679
2004,1,19,4,7062.289142
2004,1,27,12,7659.347966
2004,1,27,9,6274.642084
2004,1,31,15,9234.642084
2004,1,26,19,9122.289142
2004,1,28,15,9868.759731
2004,1,20,16,9910.671495
2004,1,23,4,9113.465613
2004,1,22,22,7988.318554
2004,1,3,11,6176.995025
2004,1,4,14,6489.347966
2004,1,24,5,9124.642084
2004,1,17,13,8546.40679
2004,1,2,5,6575.230319
2004,1,9,15,9366.112672
2004,1,3,6,6171.700907
2004,1,5,24,9420.524437
2004,1,20,4,9702.877378
2004,1,18,5,6939.347966
2004,1,9,8,7325.818554
2004,1,2,24,7602.289142
2004,1,23,2,9091.112672
2004,1,11,16,9143.612672
2004,1,23,5,8404.642084
2004,1,12,4,9529.347966
2004,1,12,13,9983.465613
2004,1,10,2,9796.995025
2004,1,24,14,8438.759731
2004,1,30,12,7911.112672
2004,1,24,22,6756.40679
2004,1,13,6,8498.171495
2004,1,3,10,6045.818554
2004,1,31,8,8543.465613
2004,1,20,7,8842.877378
2004,1,27,17,9518.171495
2004,1,17,14,8738.759731
2004,1,18,22,6912.877378
2004,1,10,19,9340.08326
2004,1,29,8,9159.936201
2004,1,11,20,7794.053848
2004,1,3,1,7431.112672
2004,1,3,14,6852.877378
2004,1,2,2,7378.171495
2004,1,26,10,6706.995025
2004,1,10,7,8998.759731
2004,1,1,12,7098.759731
2004,1,9,21,9996.995025
2004,1,8,4,10074.64208
2004,1,1,20,6933.465613
2004,1,8,22,9864.053848
2004,1,24,1,9427.58326
2004,1,19,13,8842.877378
2004,1,21,21,8059.347966
2004,1,8,17,10055.23032
2004,1,20,6,9222.289142
2004,1,13,15,8571.112672
2004,1,25,11,6415.818554
2004,1,28,19,8935.818554
2004,1,20,20,8941.112672
2004,1,14,1,8364.642084
2004,1,26,13,9015.818554
2004,1,11,22,7494.053848
2004,1,30,22,9144.642084
2004,1,30,23,9252.877378
2004,1,30,20,9211.700907
2004,1,24,18,7451.700907
2004,1,10,14,9683.465613
2004,1,29,15,10243.46561
2004,1,20,8,8566.995025
2004,1,17,11,8196.995025
2004,1,16,20,8174.642084
2004,1,23,16,9405.230319
2004,1,11,3,9879.347966
2004,1,8,15,9830.524437
2004,1,8,3,10161.11267
2004,1,5,2,7575.818554
2004,1,13,8,7622.289142
2004,1,15,13,8356.847966
2004,1,7,4,9744.053848
2004,1,8,23,10032.28914
2004,1,8,20,9986.40679
2004,1,7,8,9360.671495
2004,1,11,6,9333.171495
2004,1,12,10,8792.877378
2004,1,9,19,9937.58326
2004,1,14,5,7610.524437
2004,1,13,9,7746.995025
2004,1,4,24,8050.524437
2004,1,23,24,9206.40679
2004,1,1,17,7295.230319
2004,1,5,15,7399.347966
2004,1,27,6,6729.347966
2004,1,17,23,8300.524437
2004,1,18,18,6974.053848
2004,1,28,14,9959.947966
2004,1,13,18,7772.289142
2004,1,28,23,8243.089142
2004,1,19,12,8091.112672
2004,1,18,3,7344.642084
2004,1,15,12,7871.700907
2004,1,22,9,7785.818554
2004,1,14,8,6945.230319
2004,1,7,5,9621.112672
2004,1,2,15,7354.642084
2004,1,7,9,9451.40679
2004,1,4,7,6306.40679
2004,1,6,6,7275.230319
2004,1,19,17,9519.936201
2004,1,5,21,8831.112672
2004,1,2,22,6872.877378
2004,1,4,22,7146.40679
2004,1,31,21,7918.171495
2004,1,26,2,8960.524437
2004,1,10,1,9758.465613
2004,1,20,5,9295.230319
2004,1,17,4,8759.347966
2004,1,21,12,9913.465613
2004,1,21,3,9914.053848
2004,1,23,14,9415.230319
2004,1,24,19,7314.053848
2004,1,23,23,8278.171495
2004,1,21,22,8094.053848
2004,1,13,22,7163.465613
2004,1,21,4,9956.995025
2004,1,19,15,9591.700907
2004,1,15,17,7814.053848
2004,1,20,17,9801.112672
2004,1,5,11,5952.289142
2004,1,31,3,9198.171495
2004,1,6,14,8982.877378
2004,1,18,2,7882.877378
2004,1,6,23,9557.58326
2004,1,9,2,9881.995025
2004,1,1,6,6937.58326
2004,1,3,24,7617.58326
2004,1,9,13,9408.759731
2004,1,29,1,9804.053848
2004,1,18,7,6454.053848
2004,1,29,5,9637.58326
2004,1,10,4,9470.524437
2004,1,14,13,8800.524437
2004,1,1,18,7101.112672
2004,1,19,18,9491.700907
2004,1,12,2,9592.289142
2004,1,16,15,9504.642084
2004,1,4,9,5889.495025
2004,1,29,16,9719.642084
2004,1,17,12,8930.524437
2004,1,1,10,6631.112672
2004,1,22,7,7579.053848
2004,1,15,14,7880.524437
2004,1,17,6,7991.112672
2004,1,27,8,6317.436201
2004,1,12,11,9344.053848
2004,1,4,13,6193.465613
2004,1,5,1,7915.230319
2004,1,16,18,8681.700907
2004,1,20,10,8987.289142
2004,1,8,6,9445.818554
2004,1,18,8,6312.877378
2004,1,7,12,10172.87738
2004,1,7,20,9431.700907
2004,1,2,8,6265.230319
2004,1,9,16,9595.818554
2004,1,2,19,7109.936201
2004,1,22,1,9107.58326
2004,1,16,24,8743.465613
2004,1,6,17,9606.40679
2004,1,12,1,9479.936201
2004,1,22,6,8274.642084
2004,1,11,15,9983.465613
2004,1,23,11,8638.171495
2004,1,31,11,8593.465613
2004,1,22,20,8074.642084
2004,1,30,4,9436.40679
2004,1,8,10,9478.759731
2004,1,31,16,9156.995025
2004,1,31,7,8338.759731
2004,1,25,24,8959.642084
2004,1,22,15,9083.171495
2004,1,19,19,9473.40679
2004,1,16,16,9485.230319
2004,1,15,11,6698.171495
2004,1,18,20,7042.289142
2004,1,13,3,9201.112672
2004,1,13,7,7766.995025
2004,1,25,15,7715.230319
2004,1,9,11,7881.112672
2004,1,11,8,9691.112672
2004,1,1,4,7872.289142
2004,1,7,15,10096.55385
2004,1,12,17,8349.347966
2004,1,9,7,7521.112672
2004,1,8,18,9995.818554
2004,1,14,10,7494.642084
2004,1,12,5,9327.595025
2004,1,11,13,10115.37738
2004,1,11,9,9798.171495
2004,1,18,6,6541.700907
2004,1,29,2,9816.40679
2004,1,29,6,9067.58326
2004,1,15,23,7493.465613
2004,1,24,12,8597.58326
2004,1,29,20,8249.347966
2004,1,29,13,10631.99502
2004,1,31,1,9434.053848
2004,1,31,19,8408.171495
2004,1,26,23,9310.524437
2004,1,20,9,8751.112672
2004,1,3,21,7152.289142
2004,1,9,1,10002.28914
2004,1,9,14,9374.053848
2004,1,1,5,7494.642084
2004,1,1,23,6872.877378
2004,1,2,7,6018.171495
2004,1,4,6,6413.465613
2004,1,8,24,10170.52444
2004,1,6,13,8999.347966
2004,1,18,9,6008.759731
2004,1,31,12,8804.642084
2005,1,6,22,8315.230319
2005,1,20,2,9224.053848
2005,1,14,16,8172.877378
2005,1,26,5,7248.171495
2005,1,5,16,7804.642084
2005,1,23,12,8866.995025
2005,1,31,14,9175.230319
2005,1,30,5,7606.40679
2005,1,30,24,8554.642084
2005,1,21,14,7601.112672
2005,1,1,9,6491.700907
2005,1,22,19,8162.289142
2005,1,21,23,7332.877378
2005,1,24,16,9063.171495
2005,1,10,12,7664.053848
2005,1,27,4,7387.58326
2005,1,18,16,9159.495025
2005,1,22,17,8130.524437
2005,1,29,24,8676.995025
2005,1,7,11,6634.642084
2005,1,19,11,8611.112672
2005,1,18,1,9805.524437
2005,1,25,4,8415.524437
2005,1,27,3,7888.171495
2005,1,15,7,7559.347966
2005,1,1,24,6458.171495
2005,1,30,9,7056.995025
2005,1,6,3,7992.289142
2005,1,2,20,6579.936201
2005,1,11,18,7479.347966
2005,1,27,1,8484.053848
2005,1,24,3,9094.642084
2005,1,13,21,7408.759731
2005,1,18,24,9312.38326
2005,1,18,15,9521.936201
2005,1,14,2,7766.40679
2005,1,14,15,8386.40679
2005,1,28,11,7675.818554
2005,1,25,20,7560.524437
2005,1,28,22,8767.58326
2005,1,25,13,8759.347966
2005,1,7,10,6028.171495
2005,1,13,19,7773.465613
2005,1,24,7,8503.171495
2005,1,31,2,8704.642084
2005,1,29,18,8589.347966
2005,1,13,14,7790.524437
2005,1,14,19,7472.289142
2005,1,25,8,6896.40679
2005,1,10,11,6587.58326
2005,1,15,20,6598.171495
2005,1,7,1,8301.40679
2005,1,6,2,8045.818554
2005,1,22,10,6036.40679
2005,1,5,12,7249.936201
2005,1,4,4,7325.230319
2005,1,5,20,8171.112672
2005,1,4,8,6009.347966
2005,1,14,6,6619.936201
2005,1,11,10,6130.524437
2005,1,4,19,7904.053848
2005,1,20,1,9276.40679
2005,1,18,21,8834.642084
2005,1,4,17,7994.642084
2005,1,23,1,8411.112672
2005,1,30,6,7496.995025
2005,1,24,6,8681.112672
2005,1,12,23,7693.465613
2005,1,7,16,8322.877378
2005,1,27,21,7620.524437
2005,1,8,5,7242.58326
2005,1,27,22,7996.259731
2005,1,27,24,8734.053848
2005,1,20,15,8897.877378
2005,1,15,3,7142.289142
2005,1,19,8,8439.936201
2005,1,29,10,7998.759731
2005,1,25,9,7102.289142
2005,1,17,8,8068.759731
2005,1,23,18,8664.053848
2005,1,30,10,7118.171495
2005,1,3,4,6293.465613
2005,1,1,15,6503.465613
2005,1,15,24,7673.465613
2005,1,7,7,6371.40679
2005,1,6,18,8362.289142
2005,1,10,5,6888.171495
2005,1,3,13,7274.053848
2005,1,17,9,8086.995025
2005,1,7,17,8091.700907
2005,1,17,22,8988.612672
2005,1,3,3,6262.289142
2005,1,26,12,7402.877378
2005,1,30,15,8324.642084
2005,1,30,18,7596.995025
2005,1,27,19,7710.524437
2005,1,24,23,7861.700907
2005,1,22,4,6852.289142
2005,1,28,7,7921.112672
2005,1,11,17,7531.700907
2005,1,19,10,8416.865613
2005,1,5,22,8128.171495
2005,1,29,9,7821.112672
2005,1,3,5,6258.90679
2005,1,3,23,7312.877378
2005,1,2,6,6271.112672
2005,1,6,24,8513.465613
2005,1,2,13,6061.700907
2005,1,9,12,6323.465613
2005,1,31,18,9060.524437
2005,1,1,21,6401.700907
2005,1,8,8,6356.40679
2005,1,3,16,7351.112672
2005,1,31,4,8405.230319
2005,1,22,2,6905.230319
2005,1,15,22,6562.877378
2005,1,4,3,7309.936201
2005,1,13,4,7677.58326
2005,1,14,21,7156.995025
2005,1,8,11,6432.877378
2005,1,11,2,7840.524437
2005,1,27,14,8143.465613
2005,1,3,9,6173.171495
2005,1,20,19,8095.818554
2005,1,26,16,7116.40679
2005,1,12,12,7548.759731
2005,1,2,10,5567.58326
2005,1,30,21,7539.347966
2005,1,22,16,8308.759731
2005,1,21,7,6291.112672
2005,1,24,17,8658.465613
2005,1,18,14,9664.265613
2005,1,21,24,7669.347966
2005,1,28,8,7485.671495
2005,1,2,14,6496.40679
2005,1,18,13,9907.171495
2005,1,28,3,8567.58326
2005,1,31,17,9066.553848
2005,1,12,16,7255.230319
2005,1,25,10,7515.377378
2005,1,17,7,8042.877378
2005,1,22,24,8309.936201
2005,1,8,21,7016.995025
2005,1,9,22,6668.759731
2005,1,1,19,6405.818554
2005,1,15,4,7322.877378
2005,1,25,1,8895.089142
2005,1,22,5,6457.58326
2005,1,2,12,5794.642084
2005,1,12,24,7895.230319
2005,1,9,17,7090.524437
2005,1,16,2,7236.40679
2005,1,12,15,7316.40679
2005,1,8,9,6186.995025
2005,1,29,19,8928.171495
2005,1,27,20,7476.995025
2005,1,17,24,9651.40679
2005,1,27,13,8471.112672
2005,1,5,10,6072.877378
2005,1,31,23,8618.759731
2005,1,31,20,8506.553848
2005,1,26,7,6550.524437
2005,1,27,18,8084.795025
2005,1,11,14,7844.053848
2005,1,23,8,8356.40679
2005,1,16,11,7069.936201
2005,1,17,20,8958.759731
2005,1,10,3,7565.230319
2005,1,26,11,7059.347966
2005,1,6,4,7909.053848
2005,1,6,8,6124.642084
2005,1,16,6,7092.289142
2005,1,13,10,6225.230319
2005,1,6,19,8414.053848
2005,1,17,5,8254.053848
2005,1,17,1,8245.818554
2005,1,12,9,6239.347966
2005,1,17,18,9407.58326
2005,1,22,21,7639.347966
2005,1,2,17,6586.40679
2005,1,26,6,6874.053848
2005,1,10,23,8171.112672
2005,1,29,12,8046.995025
2005,1,29,21,8628.759731
2005,1,26,15,7048.171495
2005,1,25,23,7425.818554
