Plant,Year,Month,Day,Hour,Cost
Jack McDonough,2007,7,24,13,0.253310542
Jack McDonough,2007,7,24,14,0.393610434
Jack McDonough,2007,7,24,15,2.213264586
Jack McDonough,2007,7,24,16,7.56349765
Jack McDonough,2007,7,24,17,10.79679415
Jack McDonough,2007,7,24,18,17.39099838
Jack McDonough,2007,7,24,19,25.99817511
Jack McDonough,2007,7,24,20,31.67827727
Jack McDonough,2007,7,24,21,31.27558364
Jack McDonough,2007,7,24,22,25.91935016
Jack McDonough,2007,7,24,23,17.41901554
Jack McDonough,2007,7,24,24,9.570815535
Jack McDonough,2007,7,25,1,6.437145436
Jack McDonough,2007,7,25,2,5.059856079
Jack McDonough,2007,7,25,3,3.884347936
Jack McDonough,2007,7,25,4,3.679448321
Jack McDonough,2007,7,25,5,3.75450739
Jack McDonough,2007,7,25,6,3.920764799
Jack McDonough,2007,7,25,7,3.964610932
Jack McDonough,2007,7,25,8,3.604186183
Jack McDonough,2007,7,25,9,3.343673911
Jack McDonough,2007,7,25,10,2.605884439
Jack McDonough,2007,7,25,11,2.066946368
Jack McDonough,2007,7,25,12,1.920096082
Jack McDonough,2007,7,25,13,1.846328745
Jack McDonough,2007,7,25,14,2.48490513
Jack McDonough,2007,7,25,15,13.94514877
Jack McDonough,2007,7,25,16,27.4621756
Jack McDonough,2007,7,25,17,37.52838372
Jack McDonough,2007,7,25,18,50.36507932
Jack McDonough,2007,7,25,19,63.47352634
Jack McDonough,2007,7,25,20,66.20099928
Jack McDonough,2007,7,25,21,56.37438578
Jack McDonough,2007,7,25,22,46.99886613
Jack McDonough,2007,7,25,23,42.71068612
Jack McDonough,2007,7,25,24,42.29477514
Jack McDonough,2007,7,26,1,41.18979473
Jack McDonough,2007,7,26,2,37.97539524
Jack McDonough,2007,7,26,3,30.56184344
Jack McDonough,2007,7,26,4,20.23509635
Jack McDonough,2007,7,26,5,13.85887636
Jack McDonough,2007,7,26,6,12.88914287
Jack McDonough,2007,7,26,7,11.73120806
Jack McDonough,2007,7,26,8,10.60730075
Jack McDonough,2007,7,26,9,9.468566745
Jack McDonough,2007,7,26,10,7.260980965
Jack McDonough,2007,7,26,11,6.149305158
Jack McDonough,2007,7,26,12,5.819436596
Jack McDonough,2007,7,26,13,5.428954088
Jack McDonough,2007,7,26,14,4.85393152
Jack McDonough,2007,7,26,15,9.638359576
Jack McDonough,2007,7,26,16,28.78076197
Jack McDonough,2007,7,26,17,58.28878415
Jack McDonough,2007,7,26,18,76.36841241
Jack McDonough,2007,7,26,19,78.14375202
Jack McDonough,2007,7,26,20,77.67664197
Jack McDonough,2007,7,26,21,70.65546298
Jack McDonough,2007,7,26,22,62.84490641
Jack McDonough,2007,7,26,23,52.79621334
Jack McDonough,2007,7,26,24,39.60345682
Jack McDonough,2007,7,27,1,25.64614243
Jack McDonough,2007,7,27,2,15.94815612
Jack McDonough,2007,7,27,3,10.49148845
Jack McDonough,2007,7,27,4,7.487796783
Jack McDonough,2007,7,27,5,5.573404735
Jack McDonough,2007,7,27,6,4.399942856
Jack McDonough,2007,7,27,7,3.630620018
Jack McDonough,2007,7,27,8,4.149073759
Jack McDonough,2007,7,27,9,3.588211532
Jack McDonough,2007,7,27,10,3.942505029
Jack McDonough,2007,7,27,11,2.410879801
Jack McDonough,2007,7,27,12,1.714705115
Jack McDonough,2007,7,27,13,1.434098581
Jack McDonough,2007,7,27,14,1.151898192
Jack McDonough,2007,7,27,15,1.796303178
Jack McDonough,2007,7,27,16,8.695491583
Jack McDonough,2007,7,27,17,23.675787
Jack McDonough,2007,7,27,18,41.95642214
Jack McDonough,2007,7,27,19,52.30815176
Jack McDonough,2007,7,27,20,50.39957877
Jack McDonough,2007,7,27,21,40.94649826
Jack McDonough,2007,7,27,22,31.90991317
Jack McDonough,2007,7,27,23,26.87426676
Jack McDonough,2007,7,27,24,23.97906186
Jack McDonough,2007,7,28,1,20.76427808
Jack McDonough,2007,7,28,2,18.7088257
Jack McDonough,2007,7,28,3,16.44760079
Jack McDonough,2007,7,28,4,13.76785826
Jack McDonough,2007,7,28,5,11.07452341
Jack McDonough,2007,7,28,6,9.754497721
Jack McDonough,2007,7,28,7,10.06308641
Jack McDonough,2007,7,28,8,9.010158118
Jack McDonough,2007,7,28,9,7.848900451
Jack McDonough,2007,7,28,10,6.788685637
Jack McDonough,2007,7,28,11,5.498416645
Jack McDonough,2007,7,28,12,4.418887961
Jack McDonough,2007,7,28,13,3.619925215
Jack McDonough,2007,7,28,14,5.467026676
Jack McDonough,2007,7,28,15,5.029586875
Jack McDonough,2007,7,28,16,5.411238341
Jack McDonough,2007,7,28,17,10.66554314
Jack McDonough,2007,7,28,18,11.93712642
Jack McDonough,2007,7,28,19,12.67803394
Jack McDonough,2007,7,28,20,11.89891509
Jack McDonough,2007,7,28,21,9.836016172
Jack McDonough,2007,7,28,22,8.672406067
Jack McDonough,2007,7,28,23,8.213888237
Jack McDonough,2007,7,28,24,7.398870273
Jack McDonough,2007,7,29,1,6.400993073
Jack McDonough,2007,7,29,2,5.7898687
Jack McDonough,2007,7,29,3,5.633607793
Jack McDonough,2007,7,29,4,5.042496379
Jack McDonough,2007,7,29,5,4.450892676
Jack McDonough,2007,7,29,6,4.060492749
Jack McDonough,2007,7,29,7,3.471891369
Jack McDonough,2007,7,29,8,3.339136617
Jack McDonough,2007,7,29,9,2.648139759
Jack McDonough,2007,7,29,10,2.056965047
Jack McDonough,2007,7,29,11,1.498859127
Jack McDonough,2007,7,29,12,1.144245473
Jack McDonough,2007,7,29,13,0.629255604
Jack McDonough,2007,7,29,14,0.404033808
Jack McDonough,2007,7,29,15,3.197021312
Jack McDonough,2007,7,29,16,29.25319265
Jack McDonough,2007,7,29,17,60.53449328
Jack McDonough,2007,7,29,18,74.65963171
Jack McDonough,2007,7,29,19,75.60763986
Jack McDonough,2007,7,29,20,71.76651721
Jack McDonough,2007,7,29,21,62.02242068
Jack McDonough,2007,7,29,22,47.23459942
Jack McDonough,2007,7,29,23,32.82432885
Jack McDonough,2007,7,29,24,21.34855859
Jack McDonough,2007,7,30,1,13.97402525
Jack McDonough,2007,7,30,2,10.548119
Jack McDonough,2007,7,30,3,8.430640517
Jack McDonough,2007,7,30,4,7.137132221
Jack McDonough,2007,7,30,5,7.173465636
Jack McDonough,2007,7,30,6,7.590726146
Jack McDonough,2007,7,30,7,8.017577733
Jack McDonough,2007,7,30,8,11.27020352
Jack McDonough,2007,7,30,9,12.37646541
Jack McDonough,2007,7,30,10,8.924381061
Jack McDonough,2007,7,30,11,8.073112773
Jack McDonough,2007,7,30,12,8.678658992
Jack McDonough,2007,7,30,13,9.448396852
Jack McDonough,2007,7,30,14,14.09949607
Jack McDonough,2007,7,30,15,17.87438446
Jack McDonough,2007,7,30,16,34.35505807
Jack McDonough,2007,7,30,17,59.67493162
Jack McDonough,2007,7,30,18,75.70607007
Jack McDonough,2007,7,30,19,82.43269391
Jack McDonough,2007,7,30,20,79.01339977
Jack McDonough,2007,7,30,21,66.37122398
Jack McDonough,2007,7,30,22,50.05984387
Jack McDonough,2007,7,30,23,33.57999966
Jack McDonough,2007,7,30,24,19.73965432
Jack McDonough,2007,7,31,1,10.31598618
Jack McDonough,2007,7,31,2,5.664341575
Jack McDonough,2007,7,31,3,3.593353884
Jack McDonough,2007,7,31,4,2.873937721
Jack McDonough,2007,7,31,5,2.926599841
Jack McDonough,2007,7,31,6,4.205339337
Jack McDonough,2007,7,31,7,5.57534879
Jack McDonough,2007,7,31,8,6.445145487
Jack McDonough,2007,7,31,9,5.881365001
Jack McDonough,2007,7,31,10,5.263875341
Jack McDonough,2007,7,31,11,5.156609043
Jack McDonough,2007,7,31,12,5.250255598
Jack McDonough,2007,7,31,13,5.691954081
Jack McDonough,2007,7,31,14,6.817017851
Jack McDonough,2007,7,31,15,12.79964964
Jack McDonough,2007,7,31,16,26.08847921
Jack McDonough,2007,7,31,17,38.65114168
Jack McDonough,2007,7,31,18,50.19558008
Jack McDonough,2007,7,31,19,52.99671495
Jack McDonough,2007,7,31,20,51.6042953
Jack McDonough,2007,7,31,21,47.03380042
Jack McDonough,2007,7,31,22,37.5309198
Jack McDonough,2007,7,31,23,28.42912577
Jack McDonough,2007,7,31,24,21.81399454
Scherer,2007,7,1,1,4.297632375
Scherer,2007,7,1,2,4.044416672
Scherer,2007,7,1,3,3.457261558
Scherer,2007,7,1,4,3.921142392
Scherer,2007,7,1,5,3.500277174
Scherer,2007,7,1,6,3.568609528
Scherer,2007,7,1,7,2.963480563
Scherer,2007,7,1,8,2.291329708
Scherer,2007,7,1,9,2.026906892
Scherer,2007,7,1,10,1.578396644
Scherer,2007,7,1,11,1.603592816
Scherer,2007,7,1,12,1.075436757
Scherer,2007,7,1,13,1.182009354
Scherer,2007,7,1,14,1.513219226
Scherer,2007,7,1,15,2.103163402
Scherer,2007,7,1,16,4.659132191
Scherer,2007,7,1,17,4.939038216
Scherer,2007,7,1,18,4.110057456
Scherer,2007,7,1,19,3.161171424
Scherer,2007,7,1,20,2.840247772
Scherer,2007,7,1,21,2.545707129
Scherer,2007,7,1,22,2.716076277
Scherer,2007,7,1,23,2.854743393
Scherer,2007,7,1,24,2.941301066
Scherer,2007,7,2,1,3.140517925
Scherer,2007,7,2,2,3.252845493
Scherer,2007,7,2,3,3.17002619
Scherer,2007,7,2,4,3.242870007
Scherer,2007,7,2,5,3.686949115
Scherer,2007,7,2,6,5.281190274
Scherer,2007,7,2,7,6.17245284
Scherer,2007,7,2,8,6.044375884
Scherer,2007,7,2,9,3.827132056
Scherer,2007,7,2,10,2.66249927
Scherer,2007,7,2,11,2.220619449
Scherer,2007,7,2,12,1.928777091
Scherer,2007,7,2,13,1.722909206
Scherer,2007,7,2,14,1.512447246
Scherer,2007,7,2,15,1.417713115
Scherer,2007,7,2,16,1.741046674
Scherer,2007,7,2,17,2.874202633
Scherer,2007,7,2,18,3.876978161
Scherer,2007,7,2,19,3.994866171
Scherer,2007,7,2,20,3.03892412
Scherer,2007,7,2,21,2.163772008
Scherer,2007,7,2,22,1.661843664
Scherer,2007,7,2,23,1.310384225
Scherer,2007,7,2,24,1.066005853
Scherer,2007,7,3,1,0.790943767
Scherer,2007,7,3,2,0.628955685
Scherer,2007,7,3,3,0.660760707
Scherer,2007,7,3,4,0.67411289
Scherer,2007,7,3,5,0.50730317
Scherer,2007,7,3,6,0.325019642
Scherer,2007,7,3,7,0.274937848
Scherer,2007,7,3,8,0.26766187
Scherer,2007,7,3,9,0.224041404
Scherer,2007,7,3,10,0.181483005
Scherer,2007,7,3,11,0.137699184
Scherer,2007,7,3,12,0.081118858
Scherer,2007,7,3,13,0.045101969
Scherer,2007,7,3,14,0.148753546
Scherer,2007,7,3,15,0.370691027
Scherer,2007,7,3,16,0.650255406
Scherer,2007,7,3,17,0.959888574
Scherer,2007,7,3,18,1.316563254
Scherer,2007,7,3,19,1.681529905
Scherer,2007,7,3,20,2.037466049
Scherer,2007,7,3,21,2.31369337
Scherer,2007,7,3,22,2.416427501
Scherer,2007,7,3,23,2.330027387
Scherer,2007,7,3,24,2.564143789
Scherer,2007,7,4,1,2.968413892
Scherer,2007,7,4,2,2.497122783
Scherer,2007,7,4,3,1.311265931
Scherer,2007,7,4,4,0.56480132
Scherer,2007,7,4,5,0.293658366
Scherer,2007,7,4,6,0.182795741
Scherer,2007,7,4,7,0.14482946
Scherer,2007,7,4,8,0.127630705
Scherer,2007,7,4,9,0.125647695
Scherer,2007,7,4,10,0.127378951
Scherer,2007,7,4,11,0.154655934
Scherer,2007,7,4,12,0.183303936
Scherer,2007,7,4,13,0.274387321
Scherer,2007,7,4,14,3.484191649
Scherer,2007,7,4,15,8.702015799
Scherer,2007,7,4,16,11.25948894
Scherer,2007,7,4,17,11.55144446
Scherer,2007,7,4,18,11.24143223
Scherer,2007,7,4,19,10.38359078
Scherer,2007,7,4,20,9.758706935
Scherer,2007,7,4,21,9.670241397
Scherer,2007,7,4,22,9.8940715
Scherer,2007,7,4,23,10.46636016
Scherer,2007,7,4,24,11.11330552
Scherer,2007,7,5,1,12.16558555
Scherer,2007,7,5,2,12.93693015
Scherer,2007,7,5,3,12.20890629
Scherer,2007,7,5,4,10.80767215
Scherer,2007,7,5,5,10.1973246
Scherer,2007,7,5,6,10.31565664
Scherer,2007,7,5,7,10.87236565
Scherer,2007,7,5,8,11.62905911
Scherer,2007,7,5,9,10.2882206
Scherer,2007,7,5,10,9.261441714
Scherer,2007,7,5,11,9.295762547
Scherer,2007,7,5,12,8.954297444
Scherer,2007,7,5,13,9.310156222
Scherer,2007,7,5,14,6.009585555
Scherer,2007,7,5,15,6.769087155
Scherer,2007,7,5,16,14.78936485
Scherer,2007,7,5,17,20.05533385
Scherer,2007,7,5,18,23.33421842
Scherer,2007,7,5,19,25.92661875
Scherer,2007,7,5,20,29.67213126
Scherer,2007,7,5,21,32.19783463
Scherer,2007,7,5,22,34.06779132
Scherer,2007,7,5,23,34.0101786
Scherer,2007,7,5,24,31.22369537
Scherer,2007,7,6,1,26.13440835
Scherer,2007,7,6,2,25.43175372
Scherer,2007,7,6,3,23.23277642
Scherer,2007,7,6,4,24.71009214
Scherer,2007,7,6,5,27.85890549
Scherer,2007,7,6,6,37.26866424
Scherer,2007,7,6,7,43.72225671
Scherer,2007,7,6,8,44.81213541
Scherer,2007,7,6,9,36.28944903
Scherer,2007,7,6,10,30.89903501
Scherer,2007,7,6,11,28.88163295
Scherer,2007,7,6,12,25.03024207
Scherer,2007,7,6,13,21.54358699
Scherer,2007,7,6,14,17.18927043
Scherer,2007,7,6,15,14.56673043
Scherer,2007,7,6,16,15.49723546
Scherer,2007,7,6,17,14.14062849
Scherer,2007,7,6,18,13.54134119
Scherer,2007,7,6,19,13.15500971
Scherer,2007,7,6,20,12.95103108
Scherer,2007,7,6,21,12.75089077
Scherer,2007,7,6,22,12.38994763
Scherer,2007,7,6,23,11.21188847
Scherer,2007,7,6,24,10.11154496
Scherer,2007,7,7,1,8.929952836
Scherer,2007,7,7,2,7.867605911
Scherer,2007,7,7,3,7.078521721
Scherer,2007,7,7,4,6.362038652
Scherer,2007,7,7,5,5.282929689
Scherer,2007,7,7,6,4.518290855
Scherer,2007,7,7,7,4.119652956
Scherer,2007,7,7,8,3.82601995
Scherer,2007,7,7,9,3.553677728
Scherer,2007,7,7,10,3.301414128
Scherer,2007,7,7,11,3.239340236
Scherer,2007,7,7,12,2.86383523
Scherer,2007,7,7,13,2.733487564
Scherer,2007,7,7,14,2.820193946
Scherer,2007,7,7,15,3.043249836
Scherer,2007,7,7,16,3.264869828
Scherer,2007,7,7,17,3.570814571
Scherer,2007,7,7,18,3.727447459
Scherer,2007,7,7,19,3.883136139
Scherer,2007,7,7,20,4.126456202
Scherer,2007,7,7,21,4.342136326
Scherer,2007,7,7,22,4.537344133
Scherer,2007,7,7,23,4.761355695
Scherer,2007,7,7,24,5.104586488
Scherer,2007,7,8,1,5.213829993
Scherer,2007,7,8,2,5.068894311
Scherer,2007,7,8,3,4.621841264
Scherer,2007,7,8,4,4.37834977
Scherer,2007,7,8,5,4.817871791
Scherer,2007,7,8,6,5.340878222
Scherer,2007,7,8,7,5.15685786
Scherer,2007,7,8,8,5.175154299
Scherer,2007,7,8,9,4.629172743
Scherer,2007,7,8,10,3.353722459
Scherer,2007,7,8,11,3.693067484
Scherer,2007,7,8,12,4.268078351
Scherer,2007,7,8,13,5.064775999
Scherer,2007,7,8,14,5.777509315
Scherer,2007,7,8,15,7.435350101
Scherer,2007,7,8,16,10.32015543
Scherer,2007,7,8,17,13.62347416
Scherer,2007,7,8,18,15.58786237
Scherer,2007,7,8,19,16.71871872
Scherer,2007,7,8,20,17.77163316
Scherer,2007,7,8,21,18.24970107
Scherer,2007,7,8,22,18.27845805
Scherer,2007,7,8,23,18.73355021
Scherer,2007,7,8,24,19.27929454
Scherer,2007,7,9,1,19.24346238
Scherer,2007,7,9,2,18.60021741
Scherer,2007,7,9,3,17.72057924
Scherer,2007,7,9,4,16.92808103
Scherer,2007,7,9,5,18.2613922
Scherer,2007,7,9,6,18.91001299
Scherer,2007,7,9,7,19.47001783
Scherer,2007,7,9,8,18.93525194
Scherer,2007,7,9,9,16.40807575
Scherer,2007,7,9,10,13.86185528
Scherer,2007,7,9,11,13.35142676
Scherer,2007,7,9,12,12.97746658
Scherer,2007,7,9,13,13.15168764
Scherer,2007,7,9,14,13.16288823
Scherer,2007,7,9,15,13.62446894
Scherer,2007,7,9,16,13.40010542
Scherer,2007,7,9,17,12.39951666
Scherer,2007,7,9,18,11.41989088
Scherer,2007,7,9,19,10.73032832
Scherer,2007,7,9,20,9.860594341
Scherer,2007,7,9,21,8.494850452
Scherer,2007,7,9,22,6.680817178
Scherer,2007,7,9,23,5.219990587
Scherer,2007,7,9,24,3.910871457
Scherer,2007,7,10,1,3.206804236
Scherer,2007,7,10,2,2.915677117
Scherer,2007,7,10,3,3.101118093
Scherer,2007,7,10,4,3.238954074
Scherer,2007,7,10,5,3.13733095
Scherer,2007,7,10,6,2.629676533
Scherer,2007,7,10,7,2.061115355
Scherer,2007,7,10,8,1.466415744
Scherer,2007,7,10,9,1.161376898
Scherer,2007,7,10,10,1.143738586
Scherer,2007,7,10,11,1.083673662
Scherer,2007,7,10,12,0.964159845
Scherer,2007,7,10,13,0.889741094
Scherer,2007,7,10,14,0.740628891
Scherer,2007,7,10,15,0.812582967
Scherer,2007,7,10,16,1.148991253
Scherer,2007,7,10,17,1.054640342
Scherer,2007,7,10,18,0.9568686
Scherer,2007,7,10,19,1.032681284
Scherer,2007,7,10,20,1.280673331
Scherer,2007,7,10,21,1.695671251
Scherer,2007,7,10,22,2.163069524
Scherer,2007,7,10,23,2.343305521
Scherer,2007,7,10,24,1.985289982
Scherer,2007,7,11,1,1.376700453
Scherer,2007,7,11,2,0.968128034
Scherer,2007,7,11,3,0.739551197
Scherer,2007,7,11,4,0.71509755
Scherer,2007,7,11,5,0.66302566
Scherer,2007,7,11,6,0.620785451
Scherer,2007,7,11,7,0.55267375
Scherer,2007,7,11,8,0.4906373
Scherer,2007,7,11,9,0.421782728
Scherer,2007,7,11,10,0.359522754
Scherer,2007,7,11,11,0.339804191
Scherer,2007,7,11,12,0.317133722
Scherer,2007,7,11,13,0.312005225
Scherer,2007,7,11,14,0.471477435
Scherer,2007,7,11,15,1.331083996
Scherer,2007,7,11,16,1.928434178
Scherer,2007,7,11,17,2.077542241
Scherer,2007,7,11,18,2.039390443
Scherer,2007,7,11,19,1.833708599
Scherer,2007,7,11,20,1.512562384
Scherer,2007,7,11,21,0.967512417
Scherer,2007,7,11,22,0.575971037
Scherer,2007,7,11,23,0.329159943
Scherer,2007,7,11,24,0.324973175
Scherer,2007,7,12,1,0.272585737
Scherer,2007,7,12,2,0.216770912
Scherer,2007,7,12,3,0.185441974
Scherer,2007,7,12,4,0.21413832
Scherer,2007,7,12,5,0.24580642
Scherer,2007,7,12,6,0.256086353
Scherer,2007,7,12,7,0.225699008
Scherer,2007,7,12,8,0.179343684
Scherer,2007,7,12,9,0.127499468
Scherer,2007,7,12,10,0.07802135
Scherer,2007,7,12,11,0.055971359
Scherer,2007,7,12,12,0.045679803
Scherer,2007,7,12,13,0.041949194
Scherer,2007,7,12,14,0.080064476
Scherer,2007,7,12,15,1.33297078
Scherer,2007,7,12,16,3.083554222
Scherer,2007,7,12,17,2.937989433
Scherer,2007,7,12,18,2.60973406
Scherer,2007,7,12,19,2.916675087
Scherer,2007,7,12,20,3.361272788
Scherer,2007,7,12,21,3.503669331
Scherer,2007,7,12,22,3.609154927
Scherer,2007,7,12,23,3.618249729
Scherer,2007,7,12,24,3.518583201
Scherer,2007,7,13,1,3.364105022
Scherer,2007,7,13,2,3.129798033
Scherer,2007,7,13,3,2.984196279
Scherer,2007,7,13,4,2.587668738
Scherer,2007,7,13,5,2.411855966
Scherer,2007,7,13,6,2.421700566
Scherer,2007,7,13,7,2.453711672
Scherer,2007,7,13,8,2.526733558
Scherer,2007,7,13,9,2.499615058
Scherer,2007,7,13,10,2.446589136
Scherer,2007,7,13,11,2.379775088
Scherer,2007,7,13,12,2.139004232
Scherer,2007,7,13,13,1.857079396
Scherer,2007,7,13,14,1.518076836
Scherer,2007,7,13,15,1.988868963
Scherer,2007,7,13,16,4.238956176
Scherer,2007,7,13,17,6.904666239
Scherer,2007,7,13,18,8.324339609
Scherer,2007,7,13,19,8.727216857
Scherer,2007,7,13,20,8.70672111
Scherer,2007,7,13,21,8.418937259
Scherer,2007,7,13,22,8.139222702
Scherer,2007,7,13,23,7.678909348
Scherer,2007,7,13,24,6.794362876
Scherer,2007,7,14,1,6.080815459
Scherer,2007,7,14,2,5.489790009
Scherer,2007,7,14,3,5.404287302
Scherer,2007,7,14,4,5.200411126
Scherer,2007,7,14,5,5.243081686
Scherer,2007,7,14,6,5.402831094
Scherer,2007,7,14,7,5.938177816
Scherer,2007,7,14,8,7.278989789
Scherer,2007,7,14,9,8.704200841
Scherer,2007,7,14,10,10.5754573
Scherer,2007,7,14,11,11.50857209
Scherer,2007,7,14,12,11.82425193
Scherer,2007,7,14,13,10.96540732
Scherer,2007,7,14,14,10.42710874
Scherer,2007,7,14,15,9.110184442
Scherer,2007,7,14,16,8.018111241
Scherer,2007,7,14,17,8.642393794
Scherer,2007,7,14,18,9.60554029
Scherer,2007,7,14,19,10.36821845
Scherer,2007,7,14,20,10.54631559
Scherer,2007,7,14,21,10.46274951
Scherer,2007,7,14,22,10.1010588
Scherer,2007,7,14,23,9.195260517
Scherer,2007,7,14,24,7.81884235
Scherer,2007,7,15,1,6.628630126
Scherer,2007,7,15,2,5.863637505
Scherer,2007,7,15,3,5.082666907
Scherer,2007,7,15,4,3.528201143
Scherer,2007,7,15,5,3.442891152
Scherer,2007,7,15,6,3.765421774
Scherer,2007,7,15,7,4.092818125
Scherer,2007,7,15,8,4.310247687
Scherer,2007,7,15,9,3.835963875
Scherer,2007,7,15,10,2.841148574
Scherer,2007,7,15,11,2.608673261
Scherer,2007,7,15,12,2.137907682
Scherer,2007,7,15,13,1.859666174
Scherer,2007,7,15,14,1.187883778
Scherer,2007,7,15,15,0.751530623
Scherer,2007,7,15,16,0.538276724
Scherer,2007,7,15,17,0.685730114
Scherer,2007,7,15,18,0.981022114
Scherer,2007,7,15,19,1.08446363
Scherer,2007,7,15,20,1.137548714
Scherer,2007,7,15,21,1.224415655
Scherer,2007,7,15,22,1.208180584
Scherer,2007,7,15,23,1.32026551
Scherer,2007,7,15,24,1.311897755
Scherer,2007,7,16,1,1.157553659
Scherer,2007,7,16,2,1.060365355
Scherer,2007,7,16,3,1.058063191
Scherer,2007,7,16,4,1.191439685
Scherer,2007,7,16,5,1.54770602
Scherer,2007,7,16,6,2.146070414
Scherer,2007,7,16,7,2.50963547
Scherer,2007,7,16,8,2.54405716
Scherer,2007,7,16,9,2.276316169
Scherer,2007,7,16,10,1.992617676
Scherer,2007,7,16,11,1.892391413
Scherer,2007,7,16,12,1.77572309
Scherer,2007,7,16,13,1.751724366
Scherer,2007,7,16,14,1.215624525
Scherer,2007,7,16,15,0.767659577
Scherer,2007,7,16,16,0.649094202
Scherer,2007,7,16,17,0.648083759
Scherer,2007,7,16,18,0.863675196
Scherer,2007,7,16,19,1.553791643
Scherer,2007,7,16,20,2.49886917
Scherer,2007,7,16,21,2.677877599
Scherer,2007,7,16,22,2.850802796
Scherer,2007,7,16,23,3.609188845
Scherer,2007,7,16,24,5.578648652
Scherer,2007,7,17,1,8.12433464
Scherer,2007,7,17,2,9.536331981
Scherer,2007,7,17,3,9.387006028
Scherer,2007,7,17,4,7.45498305
Scherer,2007,7,17,5,5.578372946
Scherer,2007,7,17,6,3.857043103
Scherer,2007,7,17,7,2.747264228
Scherer,2007,7,17,8,2.209284999
Scherer,2007,7,17,9,1.757518772
Scherer,2007,7,17,10,1.347088582
Scherer,2007,7,17,11,1.011316873
Scherer,2007,7,17,12,0.708783812
Scherer,2007,7,17,13,0.47261838
Scherer,2007,7,17,14,0.270119111
Scherer,2007,7,17,15,0.697757955
Scherer,2007,7,17,16,1.211390555
Scherer,2007,7,17,17,1.488175266
Scherer,2007,7,17,18,1.752003567
Scherer,2007,7,17,19,1.933400214
Scherer,2007,7,17,20,2.059197567
Scherer,2007,7,17,21,2.196100693
Scherer,2007,7,17,22,2.343571513
Scherer,2007,7,17,23,2.446944089
Scherer,2007,7,17,24,2.283926984
Scherer,2007,7,18,1,1.817026076
Scherer,2007,7,18,2,1.221088033
Scherer,2007,7,18,3,0.705147249
Scherer,2007,7,18,4,0.380912601
Scherer,2007,7,18,5,0.215741096
Scherer,2007,7,18,6,0.159597307
Scherer,2007,7,18,7,0.12365298
Scherer,2007,7,18,8,0.102844939
Scherer,2007,7,18,9,0.085847807
Scherer,2007,7,18,10,0.076087034
Scherer,2007,7,18,11,0.071755633
Scherer,2007,7,18,12,0.067453216
Scherer,2007,7,18,13,0.062190084
Scherer,2007,7,18,14,0.054821915
Scherer,2007,7,18,15,0.196462803
Scherer,2007,7,18,16,0.605590407
Scherer,2007,7,18,17,0.845044266
Scherer,2007,7,18,18,1.069415488
Scherer,2007,7,18,19,1.266793751
Scherer,2007,7,18,20,1.450704582
Scherer,2007,7,18,21,1.602380076
Scherer,2007,7,18,22,1.721538018
Scherer,2007,7,18,23,1.754639893
Scherer,2007,7,18,24,1.586551721
Scherer,2007,7,19,1,1.371545615
Scherer,2007,7,19,2,1.253411484
Scherer,2007,7,19,3,1.239046641
Scherer,2007,7,19,4,1.196918845
Scherer,2007,7,19,5,0.991231937
Scherer,2007,7,19,6,0.738005915
Scherer,2007,7,19,7,0.549813515
Scherer,2007,7,19,8,0.454463907
Scherer,2007,7,19,9,0.394319258
Scherer,2007,7,19,10,0.356303053
Scherer,2007,7,19,11,0.323598755
Scherer,2007,7,19,12,0.280256841
Scherer,2007,7,19,13,0.234985532
Scherer,2007,7,19,14,0.133505958
Scherer,2007,7,19,15,0.34448963
Scherer,2007,7,19,16,1.105942436
Scherer,2007,7,19,17,1.77715859
Scherer,2007,7,19,18,2.14383603
Scherer,2007,7,19,19,2.373443893
Scherer,2007,7,19,20,2.417688166
Scherer,2007,7,19,21,2.222348065
Scherer,2007,7,19,22,2.045444423
Scherer,2007,7,19,23,2.001801966
Scherer,2007,7,19,24,2.019785007
Scherer,2007,7,20,1,2.052947287
Scherer,2007,7,20,2,2.293303455
Scherer,2007,7,20,3,2.995177121
Scherer,2007,7,20,4,3.412307722
Scherer,2007,7,20,5,3.936778815
Scherer,2007,7,20,6,3.47594857
Scherer,2007,7,20,7,2.294951142
Scherer,2007,7,20,8,1.198877324
Scherer,2007,7,20,9,0.42102245
Scherer,2007,7,20,10,0.137371197
Scherer,2007,7,20,11,0.075509597
Scherer,2007,7,20,12,0.049006328
Scherer,2007,7,20,13,0.031152073
Scherer,2007,7,20,14,0.030454961
Scherer,2007,7,20,15,0.284514131
Scherer,2007,7,20,16,0.892759744
Scherer,2007,7,20,17,1.237484652
Scherer,2007,7,20,18,1.19091636
Scherer,2007,7,20,19,1.140636491
Scherer,2007,7,20,20,1.195865795
Scherer,2007,7,20,21,1.420176436
Scherer,2007,7,20,22,1.549201792
Scherer,2007,7,20,23,1.517361903
Scherer,2007,7,20,24,1.743968169
Scherer,2007,7,21,1,2.011397738
Scherer,2007,7,21,2,2.131148503
Scherer,2007,7,21,3,2.123295868
Scherer,2007,7,21,4,1.901603928
Scherer,2007,7,21,5,1.532236256
Scherer,2007,7,21,6,1.561857764
Scherer,2007,7,21,7,1.282299339
Scherer,2007,7,21,8,0.948631575
Scherer,2007,7,21,9,0.629871501
Scherer,2007,7,21,10,0.393086841
Scherer,2007,7,21,11,0.315775902
Scherer,2007,7,21,12,0.251411764
